Fecha,Area_Sanitaria,Pacientes_Sin_Alta,Pacientes_Con_Alta,Exitus
"2020-03-12","A.S. LUGO, A MARIÑA E MONFORTE","3","0","0"
"2020-03-12","A.S. OURENSE, VERÍN E O BARCO","0","0","0"
"2020-03-12","A.S. PONTEVEDRA E O SALNÉS","6","0","0"
"2020-03-12","A.S. SANTIAGO E BARBANZA","2","0","0"
"2020-03-12","A.S. VIGO","9","0","0"
"2020-03-12","SEN A.S. ASIGNADA","0","0","0"
"2020-03-12","GALICIA","42","0","0"
"2020-03-13","A.S. A CORUÑA E CEE","45","0","0"
"2020-03-13","A.S. FERROL","1","0","0"
"2020-03-13","A.S. LUGO, A MARIÑA E MONFORTE","6","0","0"
"2020-03-13","A.S. OURENSE, VERÍN E O BARCO","4","0","0"
"2020-03-13","A.S. PONTEVEDRA E O SALNÉS","10","0","0"
"2020-03-13","A.S. SANTIAGO E BARBANZA","8","0","0"
"2020-03-13","A.S. VIGO","16","0","0"
"2020-03-13","SEN A.S. ASIGNADA","0","0","0"
"2020-03-13","GALICIA","90","0","0"
"2020-03-14","A.S. A CORUÑA E CEE","50","0","0"
"2020-03-14","A.S. FERROL","1","0","0"
"2020-03-14","A.S. LUGO, A MARIÑA E MONFORTE","7","0","0"
"2020-03-14","A.S. OURENSE, VERÍN E O BARCO","11","0","0"
"2020-03-14","A.S. PONTEVEDRA E O SALNÉS","14","0","0"
"2020-03-14","A.S. SANTIAGO E BARBANZA","18","0","0"
"2020-03-14","A.S. VIGO","27","0","1"
"2020-03-14","SEN A.S. ASIGNADA","0","0","0"
"2020-03-14","GALICIA","128","0","1"
"2020-03-15","A.S. A CORUÑA E CEE","65","0","0"
"2020-03-15","A.S. FERROL","2","0","0"
"2020-03-15","A.S. LUGO, A MARIÑA E MONFORTE","11","0","0"
"2020-03-15","A.S. OURENSE, VERÍN E O BARCO","21","0","0"
"2020-03-15","A.S. PONTEVEDRA E O SALNÉS","22","0","0"
"2020-03-15","A.S. SANTIAGO E BARBANZA","28","0","0"
"2020-03-15","A.S. VIGO","33","0","1"
"2020-03-15","SEN A.S. ASIGNADA","0","0","0"
"2020-03-15","GALICIA","182","0","1"
"2020-03-16","A.S. A CORUÑA E CEE","84","0","0"
"2020-03-16","A.S. FERROL","5","0","0"
"2020-03-16","A.S. LUGO, A MARIÑA E MONFORTE","24","0","0"
"2020-03-16","A.S. OURENSE, VERÍN E O BARCO","24","0","0"
"2020-03-16","A.S. PONTEVEDRA E O SALNÉS","30","0","0"
"2020-03-16","A.S. SANTIAGO E BARBANZA","40","0","0"
"2020-03-16","A.S. VIGO","40","0","1"
"2020-03-16","SEN A.S. ASIGNADA","0","0","0"
"2020-03-16","GALICIA","247","0","1"
"2020-03-17","A.S. A CORUÑA E CEE","116","0","0"
"2020-03-17","A.S. FERROL","9","0","0"
"2020-03-17","A.S. LUGO, A MARIÑA E MONFORTE","30","0","0"
"2020-03-17","A.S. OURENSE, VERÍN E O BARCO","33","0","0"
"2020-03-17","A.S. PONTEVEDRA E O SALNÉS","43","0","0"
"2020-03-17","A.S. SANTIAGO E BARBANZA","52","0","0"
"2020-03-17","A.S. VIGO","58","0","1"
"2020-03-17","SEN A.S. ASIGNADA","0","0","0"
"2020-03-17","GALICIA","341","0","1"
"2020-03-18","A.S. A CORUÑA E CEE","133","1","0"
"2020-03-18","A.S. FERROL","18","0","0"
"2020-03-18","A.S. LUGO, A MARIÑA E MONFORTE","40","0","0"
"2020-03-18","A.S. OURENSE, VERÍN E O BARCO","44","0","0"
"2020-03-18","A.S. PONTEVEDRA E O SALNÉS","68","1","0"
"2020-03-18","A.S. SANTIAGO E BARBANZA","77","0","0"
"2020-03-18","A.S. VIGO","87","0","1"
"2020-03-18","SEN A.S. ASIGNADA","0","0","0"
"2020-03-18","GALICIA","467","2","1"
"2020-03-19","A.S. A CORUÑA E CEE","157","1","0"
"2020-03-19","A.S. FERROL","21","0","0"
"2020-03-19","A.S. LUGO, A MARIÑA E MONFORTE","46","0","0"
"2020-03-19","A.S. OURENSE, VERÍN E O BARCO","55","0","0"
"2020-03-19","A.S. PONTEVEDRA E O SALNÉS","90","1","0"
"2020-03-19","A.S. SANTIAGO E BARBANZA","90","0","0"
"2020-03-19","A.S. VIGO","111","1","1"
"2020-03-19","SEN A.S. ASIGNADA","0","0","0"
"2020-03-19","GALICIA","570","3","1"
"2020-03-20","A.S. A CORUÑA E CEE","193","1","0"
"2020-03-20","A.S. FERROL","28","0","0"
"2020-03-20","A.S. LUGO, A MARIÑA E MONFORTE","50","0","0"
"2020-03-20","A.S. OURENSE, VERÍN E O BARCO","78","0","0"
"2020-03-20","A.S. PONTEVEDRA E O SALNÉS","110","2","0"
"2020-03-20","A.S. SANTIAGO E BARBANZA","107","0","0"
"2020-03-20","A.S. VIGO","140","2","1"
"2020-03-20","SEN A.S. ASIGNADA","0","0","0"
"2020-03-20","GALICIA","706","5","1"
"2020-03-21","A.S. A CORUÑA E CEE","219","1","0"
"2020-03-21","A.S. FERROL","35","0","0"
"2020-03-21","A.S. LUGO, A MARIÑA E MONFORTE","51","0","0"
"2020-03-21","A.S. OURENSE, VERÍN E O BARCO","103","0","0"
"2020-03-21","A.S. PONTEVEDRA E O SALNÉS","139","2","0"
"2020-03-21","A.S. SANTIAGO E BARBANZA","164","0","0"
"2020-03-21","A.S. VIGO","177","2","1"
"2020-03-21","SEN A.S. ASIGNADA","0","0","0"
"2020-03-21","GALICIA","888","5","1"
"2020-03-22","A.S. A CORUÑA E CEE","273","1","0"
"2020-03-22","A.S. FERROL","39","0","0"
"2020-03-22","A.S. LUGO, A MARIÑA E MONFORTE","54","0","0"
"2020-03-22","A.S. OURENSE, VERÍN E O BARCO","122","0","0"
"2020-03-22","A.S. PONTEVEDRA E O SALNÉS","146","3","1"
"2020-03-22","A.S. SANTIAGO E BARBANZA","180","0","0"
"2020-03-22","A.S. VIGO","201","2","1"
"2020-03-22","SEN A.S. ASIGNADA","0","0","0"
"2020-03-22","GALICIA","1.015","6","2"
"2020-03-23","A.S. A CORUÑA E CEE","315","2","0"
"2020-03-23","A.S. FERROL","39","0","0"
"2020-03-23","A.S. LUGO, A MARIÑA E MONFORTE","88","0","0"
"2020-03-23","A.S. OURENSE, VERÍN E O BARCO","154","0","0"
"2020-03-23","A.S. PONTEVEDRA E O SALNÉS","160","3","1"
"2020-03-23","A.S. SANTIAGO E BARBANZA","223","0","1"
"2020-03-23","A.S. VIGO","230","2","1"
"2020-03-23","SEN A.S. ASIGNADA","0","0","0"
"2020-03-23","GALICIA","1.209","7","3"
"2020-03-24","A.S. A CORUÑA E CEE","364","2","0"
"2020-03-24","A.S. FERROL","45","0","0"
"2020-03-24","A.S. LUGO, A MARIÑA E MONFORTE","106","0","0"
"2020-03-24","A.S. OURENSE, VERÍN E O BARCO","176","0","0"
"2020-03-24","A.S. PONTEVEDRA E O SALNÉS","180","5","1"
"2020-03-24","A.S. SANTIAGO E BARBANZA","249","0","1"
"2020-03-24","A.S. VIGO","287","2","1"
"2020-03-24","SEN A.S. ASIGNADA","0","0","0"
"2020-03-24","GALICIA","1.407","9","3"
"2020-03-25","A.S. A CORUÑA E CEE","436","3","0"
"2020-03-25","A.S. FERROL","52","0","0"
"2020-03-25","A.S. LUGO, A MARIÑA E MONFORTE","128","1","0"
"2020-03-25","A.S. OURENSE, VERÍN E O BARCO","233","0","0"
"2020-03-25","A.S. PONTEVEDRA E O SALNÉS","208","6","1"
"2020-03-25","A.S. SANTIAGO E BARBANZA","277","0","1"
"2020-03-25","A.S. VIGO","331","3","1"
"2020-03-25","SEN A.S. ASIGNADA","0","0","0"
"2020-03-25","GALICIA","1.665","13","3"
"2020-03-26","A.S. A CORUÑA E CEE","517","9","0"
"2020-03-26","A.S. FERROL","62","0","1"
"2020-03-26","A.S. LUGO, A MARIÑA E MONFORTE","182","1","0"
"2020-03-26","A.S. OURENSE, VERÍN E O BARCO","275","0","0"
"2020-03-26","A.S. PONTEVEDRA E O SALNÉS","236","6","2"
"2020-03-26","A.S. SANTIAGO E BARBANZA","358","0","2"
"2020-03-26","A.S. VIGO","385","4","1"
"2020-03-26","SEN A.S. ASIGNADA","0","0","0"
"2020-03-26","GALICIA","2.015","20","6"
"2020-03-27","A.S. A CORUÑA E CEE","594","13","0"
"2020-03-27","A.S. FERROL","113","1","1"
"2020-03-27","A.S. LUGO, A MARIÑA E MONFORTE","216","3","0"
"2020-03-27","A.S. OURENSE, VERÍN E O BARCO","330","0","0"
"2020-03-27","A.S. PONTEVEDRA E O SALNÉS","273","7","2"
"2020-03-27","A.S. SANTIAGO E BARBANZA","420","2","2"
"2020-03-27","A.S. VIGO","444","7","2"
"2020-03-27","SEN A.S. ASIGNADA","0","0","0"
"2020-03-27","GALICIA","2.390","33","7"
"2020-03-28","A.S. A CORUÑA E CEE","668","24","0"
"2020-03-28","A.S. FERROL","138","1","1"
"2020-03-28","A.S. LUGO, A MARIÑA E MONFORTE","213","7","0"
"2020-03-28","A.S. OURENSE, VERÍN E O BARCO","358","2","0"
"2020-03-28","A.S. PONTEVEDRA E O SALNÉS","296","9","2"
"2020-03-28","A.S. SANTIAGO E BARBANZA","450","7","2"
"2020-03-28","A.S. VIGO","509","11","3"
"2020-03-28","SEN A.S. ASIGNADA","0","0","0"
"2020-03-28","GALICIA","2.632","61","8"
"2020-03-29","A.S. A CORUÑA E CEE","693","30","0"
"2020-03-29","A.S. FERROL","148","2","1"
"2020-03-29","A.S. LUGO, A MARIÑA E MONFORTE","326","8","0"
"2020-03-29","A.S. OURENSE, VERÍN E O BARCO","430","7","0"
"2020-03-29","A.S. PONTEVEDRA E O SALNÉS","325","11","2"
"2020-03-29","A.S. SANTIAGO E BARBANZA","479","13","3"
"2020-03-29","A.S. VIGO","598","20","3"
"2020-03-29","SEN A.S. ASIGNADA","0","0","0"
"2020-03-29","GALICIA","2.999","91","9"
"2020-03-30","A.S. A CORUÑA E CEE","755","35","1"
"2020-03-30","A.S. FERROL","195","6","1"
"2020-03-30","A.S. LUGO, A MARIÑA E MONFORTE","374","12","0"
"2020-03-30","A.S. OURENSE, VERÍN E O BARCO","449","11","0"
"2020-03-30","A.S. PONTEVEDRA E O SALNÉS","328","14","2"
"2020-03-30","A.S. SANTIAGO E BARBANZA","501","18","3"
"2020-03-30","A.S. VIGO","620","25","5"
"2020-03-30","SEN A.S. ASIGNADA","0","0","0"
"2020-03-30","GALICIA","3.222","121","12"
"2020-03-31","A.S. A CORUÑA E CEE","822","45","2"
"2020-03-31","A.S. FERROL","210","9","1"
"2020-03-31","A.S. LUGO, A MARIÑA E MONFORTE","405","20","0"
"2020-03-31","A.S. OURENSE, VERÍN E O BARCO","530","11","0"
"2020-03-31","A.S. PONTEVEDRA E O SALNÉS","336","21","2"
"2020-03-31","A.S. SANTIAGO E BARBANZA","514","31","3"
"2020-03-31","A.S. VIGO","665","31","6"
"2020-03-31","SEN A.S. ASIGNADA","0","0","0"
"2020-03-31","GALICIA","3.482","168","14"
"2020-04-01","A.S. A CORUÑA E CEE","857","63","2"
"2020-04-01","A.S. FERROL","223","11","2"
"2020-04-01","A.S. LUGO, A MARIÑA E MONFORTE","427","28","0"
"2020-04-01","A.S. OURENSE, VERÍN E O BARCO","584","15","0"
"2020-04-01","A.S. PONTEVEDRA E O SALNÉS","353","28","2"
"2020-04-01","A.S. SANTIAGO E BARBANZA","548","35","3"
"2020-04-01","A.S. VIGO","685","46","6"
"2020-04-01","SEN A.S. ASIGNADA","0","0","0"
"2020-04-01","GALICIA","3.677","226","15"
"2020-04-02","A.S. A CORUÑA E CEE","879","76","2"
"2020-04-02","A.S. FERROL","236","15","2"
"2020-04-02","A.S. LUGO, A MARIÑA E MONFORTE","439","32","0"
"2020-04-02","A.S. OURENSE, VERÍN E O BARCO","718","20","0"
"2020-04-02","A.S. PONTEVEDRA E O SALNÉS","369","36","2"
"2020-04-02","A.S. SANTIAGO E BARBANZA","560","51","4"
"2020-04-02","A.S. VIGO","705","54","6"
"2020-04-02","SEN A.S. ASIGNADA","0","0","0"
"2020-04-02","GALICIA","3.906","284","16"
"2020-04-03","A.S. A CORUÑA E CEE","902","92","2"
"2020-04-03","A.S. FERROL","261","18","2"
"2020-04-03","A.S. LUGO, A MARIÑA E MONFORTE","458","32","0"
"2020-04-03","A.S. OURENSE, VERÍN E O BARCO","772","23","0"
"2020-04-03","A.S. PONTEVEDRA E O SALNÉS","374","51","2"
"2020-04-03","A.S. SANTIAGO E BARBANZA","596","60","4"
"2020-04-03","A.S. VIGO","711","68","8"
"2020-04-03","SEN A.S. ASIGNADA","0","0","0"
"2020-04-03","GALICIA","4.074","344","18"
"2020-04-04","A.S. A CORUÑA E CEE","898","121","2"
"2020-04-04","A.S. FERROL","271","18","2"
"2020-04-04","A.S. LUGO, A MARIÑA E MONFORTE","461","33","0"
"2020-04-04","A.S. OURENSE, VERÍN E O BARCO","812","34","0"
"2020-04-04","A.S. PONTEVEDRA E O SALNÉS","386","59","2"
"2020-04-04","A.S. SANTIAGO E BARBANZA","663","68","4"
"2020-04-04","A.S. VIGO","710","80","8"
"2020-04-04","SEN A.S. ASIGNADA","0","0","0"
"2020-04-04","GALICIA","4.201","413","18"
"2020-04-05","A.S. A CORUÑA E CEE","924","130","2"
"2020-04-05","A.S. FERROL","270","19","2"
"2020-04-05","A.S. LUGO, A MARIÑA E MONFORTE","470","33","0"
"2020-04-05","A.S. OURENSE, VERÍN E O BARCO","834","41","0"
"2020-04-05","A.S. PONTEVEDRA E O SALNÉS","385","71","2"
"2020-04-05","A.S. SANTIAGO E BARBANZA","664","96","5"
"2020-04-05","A.S. VIGO","701","104","10"
"2020-04-05","SEN A.S. ASIGNADA","0","0","0"
"2020-04-05","GALICIA","4.248","494","21"
"2020-04-06","A.S. A CORUÑA E CEE","955","159","2"
"2020-04-06","A.S. FERROL","274","21","2"
"2020-04-06","A.S. LUGO, A MARIÑA E MONFORTE","475","41","0"
"2020-04-06","A.S. OURENSE, VERÍN E O BARCO","834","52","0"
"2020-04-06","A.S. PONTEVEDRA E O SALNÉS","385","76","2"
"2020-04-06","A.S. SANTIAGO E BARBANZA","672","104","5"
"2020-04-06","A.S. VIGO","705","119","10"
"2020-04-06","SEN A.S. ASIGNADA","0","0","0"
"2020-04-06","GALICIA","4.300","572","21"
"2020-04-07","A.S. A CORUÑA E CEE","947","187","3"
"2020-04-07","A.S. FERROL","279","23","2"
"2020-04-07","A.S. LUGO, A MARIÑA E MONFORTE","457","68","0"
"2020-04-07","A.S. OURENSE, VERÍN E O BARCO","870","65","0"
"2020-04-07","A.S. PONTEVEDRA E O SALNÉS","382","84","2"
"2020-04-07","A.S. SANTIAGO E BARBANZA","687","141","6"
"2020-04-07","A.S. VIGO","706","130","11"
"2020-04-07","SEN A.S. ASIGNADA","0","0","0"
"2020-04-07","GALICIA","4.328","698","24"
"2020-04-08","A.S. A CORUÑA E CEE","958","218","3"
"2020-04-08","A.S. FERROL","287","26","2"
"2020-04-08","A.S. LUGO, A MARIÑA E MONFORTE","442","88","0"
"2020-04-08","A.S. OURENSE, VERÍN E O BARCO","886","81","0"
"2020-04-08","A.S. PONTEVEDRA E O SALNÉS","387","99","3"
"2020-04-08","A.S. SANTIAGO E BARBANZA","704","157","6"
"2020-04-08","A.S. VIGO","707","156","11"
"2020-04-08","SEN A.S. ASIGNADA","0","0","0"
"2020-04-08","GALICIA","4.371","825","25"
"2020-04-09","A.S. A CORUÑA E CEE","926","267","4"
"2020-04-09","A.S. FERROL","284","31","2"
"2020-04-09","A.S. LUGO, A MARIÑA E MONFORTE","438","103","0"
"2020-04-09","A.S. OURENSE, VERÍN E O BARCO","894","109","0"
"2020-04-09","A.S. PONTEVEDRA E O SALNÉS","391","110","3"
"2020-04-09","A.S. SANTIAGO E BARBANZA","710","169","7"
"2020-04-09","A.S. VIGO","710","181","11"
"2020-04-09","SEN A.S. ASIGNADA","0","0","0"
"2020-04-09","GALICIA","4.353","970","27"
"2020-04-10","A.S. A CORUÑA E CEE","904","321","4"
"2020-04-10","A.S. FERROL","282","39","2"
"2020-04-10","A.S. LUGO, A MARIÑA E MONFORTE","435","128","0"
"2020-04-10","A.S. OURENSE, VERÍN E O BARCO","926","132","0"
"2020-04-10","A.S. PONTEVEDRA E O SALNÉS","386","127","3"
"2020-04-10","A.S. SANTIAGO E BARBANZA","663","217","9"
"2020-04-10","A.S. VIGO","688","220","12"
"2020-04-10","SEN A.S. ASIGNADA","0","0","0"
"2020-04-10","GALICIA","4.284","1.184","30"
"2020-04-11","A.S. A CORUÑA E CEE","892","375","4"
"2020-04-11","A.S. FERROL","236","88","2"
"2020-04-11","A.S. LUGO, A MARIÑA E MONFORTE","415","151","0"
"2020-04-11","A.S. OURENSE, VERÍN E O BARCO","919","162","0"
"2020-04-11","A.S. PONTEVEDRA E O SALNÉS","374","148","3"
"2020-04-11","A.S. SANTIAGO E BARBANZA","619","268","9"
"2020-04-11","A.S. VIGO","687","240","13"
"2020-04-11","SEN A.S. ASIGNADA","0","0","0"
"2020-04-11","GALICIA","4.142","1.432","31"
"2020-04-12","A.S. A CORUÑA E CEE","854","436","4"
"2020-04-12","A.S. FERROL","225","108","2"
"2020-04-12","A.S. LUGO, A MARIÑA E MONFORTE","415","152","0"
"2020-04-12","A.S. OURENSE, VERÍN E O BARCO","940","166","0"
"2020-04-12","A.S. PONTEVEDRA E O SALNÉS","361","169","3"
"2020-04-12","A.S. SANTIAGO E BARBANZA","597","295","10"
"2020-04-12","A.S. VIGO","660","272","13"
"2020-04-12","SEN A.S. ASIGNADA","0","0","0"
"2020-04-12","GALICIA","4.052","1.598","32"
"2020-04-13","A.S. A CORUÑA E CEE","843","461","4"
"2020-04-13","A.S. FERROL","210","125","2"
"2020-04-13","A.S. LUGO, A MARIÑA E MONFORTE","337","233","0"
"2020-04-13","A.S. OURENSE, VERÍN E O BARCO","906","205","0"
"2020-04-13","A.S. PONTEVEDRA E O SALNÉS","342","193","3"
"2020-04-13","A.S. SANTIAGO E BARBANZA","577","327","10"
"2020-04-13","A.S. VIGO","650","298","13"
"2020-04-13","SEN A.S. ASIGNADA","0","0","0"
"2020-04-13","GALICIA","3.865","1.842","32"
"2020-04-14","A.S. A CORUÑA E CEE","800","519","4"
"2020-04-14","A.S. FERROL","185","152","2"
"2020-04-14","A.S. LUGO, A MARIÑA E MONFORTE","315","260","0"
"2020-04-14","A.S. OURENSE, VERÍN E O BARCO","902","218","0"
"2020-04-14","A.S. PONTEVEDRA E O SALNÉS","334","206","3"
"2020-04-14","A.S. SANTIAGO E BARBANZA","553","372","10"
"2020-04-14","A.S. VIGO","633","319","15"
"2020-04-14","SEN A.S. ASIGNADA","0","0","0"
"2020-04-14","GALICIA","3.722","2.046","34"
"2020-04-15","A.S. A CORUÑA E CEE","784","577","6"
"2020-04-15","A.S. FERROL","162","179","2"
"2020-04-15","A.S. LUGO, A MARIÑA E MONFORTE","289","290","0"
"2020-04-15","A.S. OURENSE, VERÍN E O BARCO","848","287","0"
"2020-04-15","A.S. PONTEVEDRA E O SALNÉS","337","215","3"
"2020-04-15","A.S. SANTIAGO E BARBANZA","540","398","10"
"2020-04-15","A.S. VIGO","613","356","15"
"2020-04-15","SEN A.S. ASIGNADA","0","0","0"
"2020-04-15","GALICIA","3.573","2.302","36"
"2020-04-16","A.S. A CORUÑA E CEE","765","627","6"
"2020-04-16","A.S. FERROL","157","188","2"
"2020-04-16","A.S. LUGO, A MARIÑA E MONFORTE","258","321","0"
"2020-04-16","A.S. OURENSE, VERÍN E O BARCO","810","348","0"
"2020-04-16","A.S. PONTEVEDRA E O SALNÉS","324","233","3"
"2020-04-16","A.S. SANTIAGO E BARBANZA","513","443","10"
"2020-04-16","A.S. VIGO","595","384","17"
"2020-04-16","SEN A.S. ASIGNADA","0","0","0"
"2020-04-16","GALICIA","3.422","2.544","38"
"2020-04-17","A.S. A CORUÑA E CEE","729","670","7"
"2020-04-17","A.S. FERROL","141","206","2"
"2020-04-17","A.S. LUGO, A MARIÑA E MONFORTE","244","340","0"
"2020-04-17","A.S. OURENSE, VERÍN E O BARCO","757","413","0"
"2020-04-17","A.S. PONTEVEDRA E O SALNÉS","305","257","3"
"2020-04-17","A.S. SANTIAGO E BARBANZA","493","469","10"
"2020-04-17","A.S. VIGO","574","414","17"
"2020-04-17","SEN A.S. ASIGNADA","0","0","0"
"2020-04-17","GALICIA","3.243","2.769","39"
"2020-04-18","A.S. A CORUÑA E CEE","709","710","7"
"2020-04-18","A.S. FERROL","120","227","2"
"2020-04-18","A.S. LUGO, A MARIÑA E MONFORTE","228","356","0"
"2020-04-18","A.S. OURENSE, VERÍN E O BARCO","743","482","0"
"2020-04-18","A.S. PONTEVEDRA E O SALNÉS","287","276","3"
"2020-04-18","A.S. SANTIAGO E BARBANZA","470","497","10"
"2020-04-18","A.S. VIGO","587","429","17"
"2020-04-18","SEN A.S. ASIGNADA","0","0","0"
"2020-04-18","GALICIA","3.144","2.977","39"
"2020-04-19","A.S. A CORUÑA E CEE","702","730","8"
"2020-04-19","A.S. FERROL","123","233","2"
"2020-04-19","A.S. LUGO, A MARIÑA E MONFORTE","231","362","0"
"2020-04-19","A.S. OURENSE, VERÍN E O BARCO","734","501","0"
"2020-04-19","A.S. PONTEVEDRA E O SALNÉS","269","297","3"
"2020-04-19","A.S. SANTIAGO E BARBANZA","456","533","10"
"2020-04-19","A.S. VIGO","602","441","19"
"2020-04-19","SEN A.S. ASIGNADA","0","0","0"
